Mr.	364 722 395 737
T.	402 725 425 740
L.	429 723 449 738
Achey	454 723 512 738
P.	402 741 422 751
J.	429 737 454 753
McCann	462 741 523 754
Mr.	361 754 393 767
A.	400 751 423 764
J.	429 753 450 766
Giacoio	458 753 531 769
Mr.	364 766 396 782
L.	402 769 425 779
H.	429 768 450 780
Kersh	462 766 508 781
Mr.	365 781 393 794
R.	400 781 423 793
G.	431 784 450 796
Ryan	454 784 500 794
Mr.	361 796 392 809
P.	398 793 423 808
A.	429 795 449 808
Lawless	460 796 526 811
Mr.	365 810 392 823
J.	402 810 422 823
E.	431 811 451 824
Daghlian	468 811 537 824
Mr.	361 825 388 837
R.	395 823 422 838
S.	429 823 450 838
Goldbrenner	460 826 561 839
Ms.	361 840 393 853
E.	400 838 423 851
R.	429 837 446 853
Harrow	456 840 519 853
Ms.	357 853 392 866
S.	400 853 419 866
F.	427 850 450 866
Smith	458 853 509 866
Mr.	128 862 160 877
N.	166 865 186 877
P.	190 862 217 878
Ruffalo	223 865 293 878
Mr.	131 847 159 862
C.	163 849 186 861
Toti	193 849 235 867
Dr.	128 835 159 845
S.	163 837 186 850
T.	194 837 217 850
Jones	223 838 274 848
Mr.	128 820 159 832
G.	166 820 186 833
R.	194 822 217 834
Telford	225 822 296 837
Mr.	131 805 159 818
L.	166 807 193 823
Gordon	196 807 258 820
Mr.	132 793 159 805
J.	167 795 191 807
P.	196 795 217 808
Mastandrea	223 795 325 808
Ms.	131 778 163 791
S.	167 780 190 792
Ridgway	198 781 267 791
Mr.	128 750 163 763
M.	169 751 189 763
A.	194 750 218 765
Peterson	227 753 305 766
Mr.	132 763 163 776
T.	169 763 190 778
H.	196 763 220 779
Mau	223 763 262 778
Mr.	128 737 160 750
R.	167 737 191 750
H.	196 737 220 750
Orcutt	227 737 287 750

Name:	139 331 193 346
Institution:	135 376 225 389
Address:	136 406 208 420
Street	244 420 285 434
City	246 468 278 479
State	403 465 438 478
First	244 344 273 359
Middle	400 344 448 358
Last	557 344 588 355
Country	667 464 724 474
Telephone:	144 497 232 511
TOTAL	671 661 733 675
10)	429 617 457 631
87682908	855 791 879 869
46th	269 137 319 155
Tobacco	323 135 417 152
Chemists'	419 135 526 153
Research	270 154 367 174
Conference	370 156 488 174
TH	299 257 323 268
46	266 256 298 280
TCRC	335 257 404 277
REGISTRATION	416 251 612 276
FORM	624 251 694 275
Please	139 299 187 317
type	192 302 224 316
or	229 302 246 315
print	250 300 289 317
P.	403 422 416 435
O.	416 423 433 434
Box	433 422 457 433
#	458 420 469 430
ZIP	509 464 535 477
Code	541 465 576 476
Area	396 496 433 509
Code:	438 496 484 506
Name	144 528 192 541
of	196 528 214 542
spouse	218 528 269 542
participating	271 527 366 544
in	370 525 388 539
the	393 525 417 538
guest	420 525 462 542
programs	468 524 543 538
Monday	424 557 476 570
(Y/	480 554 506 571
N)	501 556 519 569
Tuesday	584 554 639 567
(Y/	639 554 663 565
N)	661 556 679 567
$	668 599 683 614
170.00	687 599 738 613
$	671 616 685 630
$185.00	689 616 740 630
Send	145 729 190 742
this	196 728 224 742
registration	233 728 323 743
form,	323 725 366 740
along	374 728 421 741
with	428 725 465 740
payment	466 726 541 740
to	542 726 564 736
address	572 722 629 739
noted	636 723 683 736
below	689 721 737 736
in	742 723 759 734
attached	769 721 834 735
envelope.	149 742 224 756
Enclose	229 743 290 754
a	290 744 305 755
cheque	305 742 360 757
or	364 743 384 754
international	385 740 482 753
money	485 743 535 754
order	538 739 584 752
payable	582 737 647 754
in	645 739 664 750
Canadian	667 735 741 752
funds	744 737 785 751
to	785 737 803 750
the	807 735 834 749
46th	153 757 189 770
Tobacco	190 757 253 770
Chemists	261 756 331 769
Research	336 758 408 771
Conference.	411 756 507 770
Ms.	412 785 440 798
Susan	446 786 492 797
Mathison	494 784 568 797
Canadian	411 799 489 813
Tobacco	493 799 555 812
Manufacturers	559 799 676 812
Council	681 797 746 810
701-	411 813 448 830
99	444 814 464 828
Bank	466 814 511 828
Street	513 814 559 827
Ottawa,	416 832 476 843
Ontario,	480 831 545 844
Canada	550 830 607 843
K1P	611 828 643 842
6B9	649 827 683 840
(613)	412 845 457 862
238-	461 846 493 859
2799	493 845 538 858
Mail	307 785 346 800
to:	346 785 372 800
Advance	144 606 216 619
Registration	214 605 312 619
Fee:	311 602 352 619
(prior	360 603 408 618
to	407 603 429 616
August	433 602 490 619
10)	490 602 518 617
Late	145 623 184 634
Registration	187 620 281 635
Fee:	285 619 318 634
(after	322 620 368 634
August	372 619 428 633
Extra	233 635 275 648
banquet	279 635 344 649
tickets	346 635 401 649
@	405 634 423 651
$	424 634 437 648
40.00	437 634 482 648

DATE:	189 193 236 210
MANUFACTURER:	84 313 210 327
9135631	824 691 845 762
CC:	87 785 120 800
COMPETITIVE	280 81 395 98
ACTIVITIES	400 80 492 98
AND	497 81 532 99
PROMOTIONS	539 78 657 96
REPORTED	83 141 159 156
BY:	165 144 192 154
VAL	263 141 299 155
THURMAN,	306 141 390 155
DIVISION	402 140 490 155
MANAGER,	497 138 581 153
LOUISVILLE,	593 138 706 153
KY	719 138 741 155
4/	260 190 286 208
26/	286 191 317 205
91	321 191 339 206
SOURCE	87 244 145 261
OF	152 247 170 260
INFORMATION:	84 261 193 272
SHORT	268 261 319 275
STOP	329 261 372 275
FOOD	382 263 426 277
MARTS.	437 260 502 273
LOUISVILLE,	509 260 623 274
KY	633 260 660 271
PHILIP	255 310 320 327
MORRIS	330 310 396 327
BRAND	87 366 134 377
(S)	135 366 157 383
PROMOTED:	158 365 250 380
MARLBORO	299 359 384 374
CIGARETTES	394 360 503 373
TYPE	83 419 119 432
OF	127 416 148 434
PROMOTION:	152 416 249 433
CARTON	330 415 395 433
PROMOTION	405 415 502 430
SWEEPSTAKES	512 415 630 432
(SEE	365 439 405 454
ATTACHMENTS)	417 436 539 453
HOW	87 550 123 565
WIDESPREAD?	127 550 233 568
OTHER	88 603 137 617
COMMENTS:	143 601 234 618
L.	465 799 478 810
H.	483 800 497 810
LAKERSH	501 797 554 810
J.	463 811 480 822
R.	482 813 498 823
SLATER	501 810 559 823
S.	463 824 481 835
T.	486 825 500 835
JONES	501 824 557 837
R.	466 837 482 851
S.	486 838 500 848
GOLDBRENNER	504 837 619 850
S.	465 851 481 864
F.	483 851 502 864
SMITH	504 851 553 864
G.	315 797 332 811
R.	334 797 350 810
TELFORD	354 797 423 810
R.	312 813 329 823
G.	332 811 350 822
RYAN	355 813 397 821
N.	312 824 329 837
P.	332 824 349 838
RUFFALO	354 823 423 836
T.	312 839 329 852
L.	332 839 346 850
ACHEY	350 838 402 849
P.	312 852 326 863
J.	332 851 346 864
McCANN	350 849 416 863
A.	311 865 329 876
J.	332 865 346 876
GIACOIO	350 865 415 875
J.	315 877 327 890
J.	332 878 345 892
TATULLI	347 877 408 890
A.	119 802 132 813
H.	137 799 153 813
TISCH	158 797 203 811
R.	119 814 133 825
H.	137 814 153 824
ORCUTT	158 813 220 826
M.	118 827 137 838
A.	140 825 154 838
PETERSON	158 827 240 838
M.	118 839 137 850
L.	140 841 153 849
ORLOWSKY	158 839 243 850
L.	119 853 133 864
GORDON	137 853 204 863
J.	118 863 132 877
P.	135 866 153 877
MASTANDREA	154 866 256 879

FROM:	183 137 234 150
TO:	181 173 214 187
cc:	183 214 212 225
TRUE	561 258 602 271
N/A	563 309 591 323
N/A	563 335 591 349
N/A	563 362 591 373
$2.00	563 487 608 500
Carton	561 515 618 525
ANALYTICAL	181 663 293 674
REQUIREMENTS:	302 663 438 674
87533049	868 750 891 830
530430	550 774 675 798
1112	557 802 644 823
COUPON	355 87 420 100
CODE	428 87 474 100
REGISTRATION	481 87 612 98
FORM	620 85 667 96
J.	298 133 316 147
La	326 131 346 146
Valle	351 133 397 147
S.	290 173 309 186
A.	318 173 342 186
Rapisarldi	354 170 462 185
R.	290 212 309 223
G.	320 211 343 222
Ryan	354 211 400 225
Brand	246 261 302 275
(s)	305 261 332 276
Applicable	344 261 456 274
Media	248 286 302 300
Type	311 288 356 299
Media	248 311 302 325
Name	311 311 356 324
*Issue	250 337 305 350
Frequency	311 337 409 350
/	409 338 420 349
Year	420 337 462 350
*	238 363 248 376
Space	248 363 302 374
/	302 362 311 375
Color	311 363 368 374
Coupon	250 387 312 400
Issue	322 387 379 398
Date	387 387 432 398
Coupon	248 413 314 426
Expiration	322 412 429 425
Date	440 411 482 422
Circulation	248 436 366 450
(#)	381 437 405 450
Geographical	250 462 377 476
Area	385 461 431 474
(s)	435 461 458 476
Coupon	250 487 312 502
Value	323 487 377 498
Pack	250 514 293 525
and	303 514 332 525
/	335 515 346 525
or	346 514 368 525
Carton?	377 513 452 524
*	238 538 248 551
Advertising	251 538 367 552
Creative	376 539 464 550
Title	474 538 529 549
Signature	237 588 335 602
of	346 587 368 601
Initiator	376 588 476 599
Date	237 612 283 626
Initiated	290 613 388 624
May	559 613 588 624
3,	594 612 614 626
1990	622 613 660 624
ON	561 285 580 296
-	582 285 591 296
Carton	591 285 645 298
Instant	652 286 713 296
Redeemable	720 285 810 296
10	563 383 580 396
/	582 383 590 397
90	588 384 607 397
6	561 409 570 422
/	572 409 580 422
30	579 409 596 420
/	598 409 607 420
91	607 408 624 422
1.	563 436 578 447
213,	582 437 614 447
400	616 436 643 447
National	561 461 631 474
True	563 535 599 549
Filter	606 535 660 548
King	667 535 705 549
Carton	710 536 765 546
Break	462 659 509 670
-	509 659 517 669
out	518 661 546 669
separately	551 659 640 672
byl	648 661 668 672
packing	676 659 737 672
as	746 661 765 671
indicated	771 659 852 670
FOR	397 761 431 775
CONTROL	442 761 518 774
USE	523 761 559 774
ONLY	568 760 614 775
:	615 761 620 774
Code	397 785 442 798
Assigned	452 785 537 799
Job	397 811 431 822
Number	440 811 506 824

Date	526 165 580 189
Signature	451 433 559 457
From	276 295 335 312
To	645 293 682 310
NOTE:	165 547 229 567
3	202 385 219 402
2	562 390 582 403
A.	300 94 324 114
T.	324 96 347 113
Co.	346 94 383 111
Tar	392 95 429 112
&	438 95 456 112
Nicotine	461 96 555 113
Change	560 95 629 112
Form	643 98 690 113
7/	639 161 653 178
24/	654 159 682 180
90	683 159 712 180
CARLTON	374 229 444 250
100's	448 228 500 248
FMSP	503 230 548 248
Brand	162 233 224 258
&	232 232 254 257
Style	258 230 317 257
Tar	199 323 240 343
(Mg	166 348 199 370
/Cigt)	203 351 272 371
Nicotine	351 323 443 343
(Mg	347 348 385 369
/Cigt)	383 352 456 367
Tar	564 323 606 340
(Mg	536 348 569 370
/Cigt)	566 351 640 371
Nicotine	712 324 809 342
(Mg/	716 352 751 370
/Cigt)	751 352 820 370
0	742 387 757 401
.2	757 387 783 404
0	374 387 388 404
.3	387 388 409 403
Use	245 547 287 565
Separate	295 546 387 564
Form	397 547 447 565
For	456 549 492 564
Each	500 546 547 563
Change	559 547 627 565

RE	787 38 814 59
DATE	741 89 792 110
Remarks	56 504 148 526
Color	58 166 122 188
Supplier	63 119 155 136
Weight	291 792 369 810
Draw	430 793 489 808
Tars	612 793 668 811
Nicotine	785 792 886 814
-339	819 39 866 57
.0	835 117 857 134
6	813 117 832 134
Good	814 142 868 159
Good	813 168 874 188
Good	817 194 870 211
#450	814 219 868 239
3	828 250 847 264
1067	817 270 868 291
White	335 163 400 183
"D"	349 297 390 315
24	325 349 348 367
.7	349 348 378 368
.844	851 402 900 420
SPRING	451 709 526 733
AMF	295 767 340 781
85	847 714 883 736
Hauni	767 767 828 787
011221115	938 872 964 967
P.	56 63 84 83
LORILLARD	92 64 202 82
CO.	210 63 246 83
(Revised	142 89 240 107
5/	248 91 274 108
9/	271 88 298 109
61)	298 87 334 105
SQC	61 88 96 109
-21	97 91 133 109
Bale	60 142 110 160
No.	118 141 156 163
Total	58 194 120 214
Denier	129 196 203 214
as	210 198 238 211
Marked	246 196 321 211
Total	60 221 120 236
Denier	127 222 202 239
as	211 222 238 237
Tested	248 221 322 239
%	53 246 75 266
Moisture	82 244 178 264
in	187 246 216 264
Tow	224 246 265 263
Maker	54 270 122 290
No.	125 272 167 289
T.	334 119 357 134
E.	361 116 385 134
58	331 191 360 209
,000	361 194 408 211
Research	266 272 364 289
Division	372 272 473 289
Type	54 297 108 317
of	120 297 146 315
Rod	151 299 191 312
Length	56 323 130 343
of	142 323 171 340
Rod	173 323 218 341
120	309 323 353 344
mm.	357 323 398 343
Circ	56 348 117 366
of	127 348 155 366
Rod	164 349 202 367
Mean	53 374 108 392
Draw	118 376 172 396
of	178 376 202 396
Rod	211 373 253 393
0	327 376 349 391
.12	349 373 382 393
(new	385 373 438 394
scale)	442 370 511 394
86	308 398 336 418
.9	339 397 362 418
gms	372 399 419 420
93	313 426 340 446
.3	339 426 362 444
gms.	370 429 421 446
99	312 453 339 471
.2	339 451 366 471
gms.	372 454 417 475
99	309 479 336 497
.2	339 479 365 499
gms.	370 482 420 499
Complete	56 479 152 499
Weight	160 480 238 498
Dry	58 426 100 446
Wt.	100 427 140 445
With	147 426 201 446
Adhesive	210 426 305 446
Dry	58 401 99 421
Weight	104 399 181 421
*	182 510 199 523
Special	206 510 289 525
Plasticizer	300 510 432 525
-	442 513 456 523
1	464 513 477 526
part	486 513 540 528
LG-	546 513 584 526
168	584 511 617 526
-	626 514 644 522
15	652 513 676 527
parts	687 514 748 529
Estrobond	758 513 865 528
"B"	878 513 913 527
Union	207 528 267 545
Carbide	279 528 362 542
LG-	372 528 408 542
168	408 528 445 543
additive	454 529 550 543
.38%	563 528 618 546
Sample	207 564 280 578
repeated	289 563 386 577
as	395 566 421 577
RE-	432 564 464 578
341	467 563 503 580
because	510 564 596 578
2.	603 564 629 577
1/	630 563 654 578
58	654 564 676 577
,000	678 563 724 580
tow	736 566 772 579
was	780 566 822 579
used	828 567 878 578
instead	206 581 289 595
of	302 581 326 594
2.	336 581 359 595
1/	361 581 385 595
42	385 581 407 595
,000	408 580 458 597
tow.	467 582 513 596
RESEARCH	738 66 840 86
DIVISION	847 64 947 88
11	805 91 828 109
/2	828 91 856 112
/61	856 92 892 107
%	527 112 549 133
Plasticizer	552 115 685 136
Firmness	530 141 625 161
of	633 141 665 161
Rod	672 142 712 162
Quality	528 166 614 187
of	621 168 650 188
Bloom	657 169 719 189
Width	528 194 588 214
of	597 194 626 212
Band	635 194 685 215
Ref.	528 219 575 240
Paper	587 219 651 241
Quan	523 249 588 264
of	599 247 625 265
Trays	635 249 697 267
Produced	706 247 802 268
Rods	527 272 578 290
per	587 275 627 292
Min.	635 275 681 292
Tape	530 299 579 317
Speed	587 300 651 315
F.	530 324 549 345
P.	552 325 574 342
M.	574 325 596 343
Delivery	610 323 708 345
Roller	716 327 789 342
F.	527 351 554 368
P.	552 351 574 368
M.	579 353 596 370
No.	605 351 647 373
1	654 352 676 369
Roller	681 355 755 370
F.	528 376 545 397
P.	550 376 574 396
M.	574 377 600 395
No.	610 380 646 398
2	654 377 676 392
Roller	681 377 754 395
Delivery	528 404 625 424
Roller	635 404 708 424
over	716 404 767 422
Tape	775 402 828 422
400	817 300 857 317
F.	862 299 889 320
P.	892 299 909 317
M.	911 299 933 320
337	814 325 851 340
.5	855 324 878 345
477	817 351 853 369
.5	853 353 882 367
362	819 376 855 391
.5	856 373 879 393
1	838 430 855 444
.194	853 429 904 444
120	817 454 855 474
psig	864 455 915 475
16	827 482 856 500
psig	862 482 916 502
Pressure	527 479 627 500
on	635 479 661 501
Air	669 480 707 500
Jet	718 480 759 501
Pump	530 454 580 475
Press.	588 457 661 474
Card	669 458 720 473
Roller	729 457 802 477
No.	527 429 563 449
1	574 429 592 449
Roller	599 430 672 451
over	684 432 734 449
Tape	741 427 792 451
Date	58 712 109 732
Made	114 714 168 734
11	171 712 194 730
/3	193 712 221 733
/61	219 714 254 735
Tobacco	295 714 377 734
Used	390 715 441 733
Length	573 714 650 734
of	660 712 689 733
Cigarettes	693 715 813 737
%	53 736 77 760
Moisture	79 740 176 760
in	185 740 214 758
Tobacco	220 739 309 759
Wt.	514 742 554 757
of	563 742 592 759
Cigarettes	599 737 715 759
/4	714 739 746 761
oz.	749 742 789 762
Type	54 764 109 786
of	116 767 144 785
Maker	151 765 211 783
Type	514 768 567 786
of	575 767 601 787
Tipper	610 767 685 789
Smoking	54 825 146 845
Results	147 825 242 845
.922	253 825 302 842
1	318 827 338 844
.059	339 828 389 845
.54	406 824 442 844
.20	467 827 502 844
20	533 827 560 845
.2	560 824 588 848
7	612 827 631 845
.6	633 825 659 846
62	684 825 710 843
.4	712 824 736 845
1	749 825 771 845
.07	768 825 806 845
.41	826 825 862 845
61	899 827 925 845
.7	925 825 947 849
Production	167 859 295 881
Supervised	302 862 426 882
by:	433 862 468 882
Benner	634 890 767 921
Recearch	599 915 699 933
Engineer	706 913 801 934
Dr.	180 901 216 918
C.	228 902 254 916
O.	265 902 291 916
Jensen	297 899 374 917
Mr.	178 919 223 934
R.	228 918 255 932
A.	261 920 289 933
Wagner	298 918 377 933
Mr.	180 934 216 951
J.	228 934 257 949
Berner	266 932 336 949
Dr.	178 951 220 968
A.	228 948 257 965
W.	266 950 295 967
Spears	308 953 391 968
Copies	54 898 131 919
to:	138 901 174 918
Wet	53 451 97 471
Weight	105 454 180 472

Date	115 154 153 169
Number	170 267 232 280
Project	111 267 165 282
(s)	230 401 244 416
in	736 560 754 573
(s)	257 497 271 510
Marketing	263 87 366 104
Research	372 85 459 100
-	463 87 471 101
CPT	476 84 518 102
Initiating	523 85 611 103
Brief	618 84 667 102
15.	183 152 203 167
03.	203 154 225 168
2000	225 154 262 171
BAT	241 186 278 201
Korea	280 186 332 200
Client	116 184 162 201
Group	165 186 215 201
Client	116 216 162 231
Contact	166 218 225 232
Alberto	258 221 314 234
Marcheggiano	320 219 422 234
Kyu	257 233 290 246
Yeon	295 236 333 249
Hwang	337 236 391 250
Research	535 219 601 230
Liaison	606 219 660 230
Subi.	691 218 729 231
Jeong	733 218 775 233
to	236 268 253 281
be	257 267 275 281
assigned	276 267 338 282
by	338 267 362 281
Brown	363 267 417 281
&	417 267 431 282
Williamson	435 265 518 279
USA	522 265 557 280
Dunhill	318 300 372 315
Lights,	377 300 429 315
CPT	430 300 465 315
Project	110 300 165 317
Name/	167 300 219 317
Description:	225 299 314 316
Market	111 334 170 349
(s)	171 335 182 350
/	185 335 195 348
Zone	198 332 238 350
(s)	238 334 253 352
South	111 366 152 380
Korea	150 369 198 382
Referent	111 401 173 416
Brand	177 401 228 414
Dunhill	110 432 164 447
Lights	165 433 215 448
Kent	213 432 251 445
Super	253 434 299 447
Lights	301 433 342 447
Mild	107 450 144 461
7	144 448 158 458
This	107 464 143 478
Consumer	110 497 188 512
Segment	188 496 257 511
Own	111 529 144 542
Brand	146 528 191 541
-	192 532 200 539
Dunhill	202 527 257 542
Smokers:	259 529 324 543
150	328 529 354 543
Males,	356 529 402 543
25	406 529 425 542
~	429 532 442 540
39	442 529 461 542
years	461 531 502 545
old,	503 528 527 543
ABC+	531 528 576 542
who	581 529 610 543
live	611 529 640 542
Seoul/	664 528 706 541
Pusan	709 528 746 543
Competitors	110 559 194 576
Brands	198 559 248 573
-	250 563 259 570
Mild7	258 560 304 573
Lights	305 559 350 574
Smokers	355 560 419 571
150	423 559 450 574
Males,	452 559 498 573
25	502 560 520 573
~	522 561 532 569
39	535 559 555 573
years	557 561 594 575
old,	597 560 624 573
ABC+	627 559 667 573
who	675 560 704 571
live	707 560 736 573
Source	110 603 154 618
of	162 605 177 619
Business	179 606 238 621
-	244 608 251 619
This:	254 605 291 619
250	292 605 320 619
Males,	322 606 370 620
(100	374 606 405 621
smokers	408 608 467 622
25	472 606 490 617
~	493 610 503 616
29	507 605 524 619
years	527 606 565 619
old,	569 605 595 619
150	599 605 627 620
smokers,	624 606 688 620
30	692 605 711 619
~	712 609 725 615
39	727 605 745 619
years	751 608 787 621
old)	793 605 822 620
ABC+	111 622 156 636
who	160 623 192 634
are	194 623 213 633
not	216 623 240 631
rejectors	244 622 304 636
of	305 622 324 636
imported	322 620 388 635
cigarette	389 623 448 636
and	452 622 479 633
live	481 620 507 634
in	513 623 527 633
Seoul/	530 622 570 633
Pusan	572 622 618 633
Source	110 651 157 666
of	161 651 178 666
Business	179 651 238 666
-	244 655 251 666
Local	253 652 295 663
Premium	299 654 360 665
KS	366 651 385 666
Smokers	387 651 456 665
250	456 649 484 666
Males	488 652 535 666
(100	536 652 568 666
smokers,	572 652 632 666
25	636 651 654 665
~	654 656 667 662
29	669 652 688 666
years	691 654 729 665
old,	733 652 761 665
150	763 651 792 665
smokers,	110 668 171 682
30	175 668 195 682
~	195 672 208 678
39	211 668 229 681
years	230 669 267 680
old	271 666 300 681
ABC+	304 668 350 681
who	351 668 384 681
are	383 669 409 682
not	408 668 435 682
rejectors	435 668 494 682
of	496 669 515 680
imported	514 669 582 680
cigarette	581 668 645 682
and	646 668 673 682
live	674 668 702 681
in	702 666 719 679
Seoul/	721 666 767 679
Pusan	767 668 809 681
Background	110 700 199 714
/	203 701 211 714
Problem	213 701 274 712
Definition	280 700 354 714
1999	139 733 170 746
showed	174 733 221 747
that	225 733 251 743
imported	254 732 316 745
cigarettes	318 733 384 746
are	387 735 405 746
recovering	410 732 480 749
from	481 733 514 746
the	518 733 540 746
1997	544 732 576 746
/	573 732 582 746
1998	585 732 612 746
economic	615 732 681 746
crisis	679 732 717 746
and	724 733 751 744
we	753 735 772 745
forecasted	137 747 206 761
continuos	207 749 271 762
growth	276 749 326 762
over	328 750 356 760
the	359 747 377 761
company's	383 749 454 762
plan	458 747 485 761
period.	489 749 535 762
BAT	137 763 170 777
objective	171 761 232 775
is	234 764 248 775
to	250 765 263 773
substantially	269 763 353 777
increase	356 764 410 774
its	412 763 430 774
market	434 764 480 774
share	481 763 518 776
with	522 761 549 776
growth	553 763 601 777
coming	602 763 653 778
primarily	656 761 716 776
from	720 763 755 774
its	758 763 775 774
first	779 763 808 773
priority	135 777 186 791
brand:	188 777 236 790
Dunhill	241 777 292 790
Lights	292 777 338 790
To	139 791 158 805
achieve	160 791 211 804
growth	213 792 259 806
we	263 793 282 803
consider	286 793 345 804
fundamental	346 791 430 805
to	433 791 446 804
have	448 792 477 805
a	481 795 490 803
superior	494 792 549 806
product	551 792 602 807
in	604 792 618 803
terms	620 793 658 803
of	664 791 677 805
acceptability	679 792 763 806
among	770 792 816 805
potential	137 806 196 821
source	198 806 240 819
of	245 807 262 818
business	263 807 318 820
as	324 809 338 819
well	341 806 370 820
as	374 807 387 818
for	389 806 408 817
our	412 807 435 817
current	438 807 488 817
franchise	489 806 549 819
597133637	0 950 104 968
PRODUCED	0 969 93 982
FROM	106 966 152 981
B&W	162 968 198 983
WEB	208 969 245 982
SITE	254 966 301 983

DATE:	170 204 223 219
TIME:	333 203 378 217
MANUFACTURER:	100 254 250 274
cc:	107 782 133 796
93329540	943 799 966 870
NEW	399 88 442 106
COMPETITIVE	448 87 566 107
PRODUCTS	572 88 672 105
REPORTED	102 151 196 168
BY:	202 151 231 168
A.	331 152 349 166
REID,	358 149 406 166
DIVISION	414 149 492 163
MANAGER,	500 148 576 163
SAN	586 148 618 163
FRANCISCO,	625 147 716 162
CA	727 147 749 161
8/	227 203 237 216
13/	245 201 263 214
93	272 201 293 215
AMERICAN	328 258 410 272
TOBACCO	415 257 483 272
COMPANY	491 256 559 271
SPECIAL	333 309 397 323
10'	406 304 432 318
s	437 306 446 320
BRAND	102 310 163 325
NAME:	170 309 228 327
TYPE	103 363 148 378
OF	152 362 179 377
PRODUCT:	102 381 192 396
SIZE	105 432 145 449
OR	148 432 177 446
SIZES:	181 430 238 447
LIST	103 486 143 501
PRICE:	147 483 207 501
EXTENT	103 538 173 552
OF	179 536 202 549
DISTRIBUTION:	105 556 236 571
OTHER	107 642 168 657
INFORMATION:	102 661 237 676
SEE	337 658 368 671
ATTACHED	374 656 451 670
COPY	459 656 496 670
OF	507 655 528 669
CIRCULAR	536 655 612 668
NO.	618 654 650 667
4848	658 652 695 666
A.	107 802 124 815
H.	129 802 148 815
Tisch	152 799 197 814
R.	107 818 124 833
H.	130 820 148 833
Orcutt	154 820 207 830
M.	105 838 130 851
A.	134 837 151 851
Peterson	156 837 232 851
M.	109 855 127 868
L.	132 855 146 866
Orlowsky	154 853 229 866
L.	107 872 125 883
Gordon	129 872 197 883
G.	109 888 127 899
Telford	132 887 191 898
V.	310 797 324 810
Norman	331 797 403 811
A.	308 817 326 831
W.	331 817 350 828
Spears	360 817 418 831
A.	310 835 328 848
J.	333 835 350 848
Giacoio	353 834 417 845
N.	310 852 329 865
P.	333 851 351 864
Ruffalo	356 852 410 863
T.	310 869 328 883
L.	331 870 349 883
Achey	351 870 409 883
R.	310 887 329 898
B.	333 887 353 900
Spell	355 887 400 900
P.	308 904 326 915
J.	331 901 347 915
McCann	353 904 419 915
J.	474 796 491 810
J.	496 796 516 810
Tatulli	518 796 568 811
L.	477 813 494 828
H.	498 814 516 828
Kersh	519 816 569 829
J.	478 832 495 845
R.	498 831 517 845
Slater	523 832 569 845
A.	478 851 496 864
Pasheluk	500 849 577 864
R.	478 867 496 882
S.	503 867 519 880
Goldbrenner	525 867 629 881
N.	478 885 496 896
Simeonidis	503 884 594 898
S.	480 901 498 915
F.	501 902 518 916
Smith	523 901 572 916
K.	702 795 721 809
P.	726 796 745 807
Augustyn	747 796 829 810
V.	702 811 721 826
D.	726 813 745 826
Lindsley	747 811 818 825
R.	704 831 722 844
C.	727 830 745 844
Bondy	749 831 807 844
R.	706 848 725 861
D.	727 849 747 860
Hammer	750 846 824 859

DATE:	80 207 127 221
INITIATED	80 235 169 249
BY:	175 236 204 250
COMPLETION	78 261 181 276
COUNTRY:	77 320 156 337
PRODUCT:	77 348 156 363
BELGIUM	250 321 324 335
BY:	73 549 104 562
DATE:	73 591 120 604
NOTES:	70 626 131 639
620429480	657 839 817 871
RECEIVED	691 162 814 189
SERVICE	311 94 379 109
REQUEST	384 95 454 108
FROM	461 95 503 108
R	509 94 519 109
&	520 95 530 109
D	527 96 540 107
BY	548 96 570 107
INTERNATIONAL	280 122 406 139
LICENSEE	412 122 494 140
OPERATIONS	500 123 597 138
REQUEST	78 177 152 191
NO.:	157 179 195 192
25-	257 177 284 194
84	282 179 304 193
March	250 207 305 221
27,	311 207 338 222
1984	350 207 392 221
P.	253 235 271 250
H.	282 235 301 250
HARPER	309 235 370 252
PHH	389 221 454 252
TARGET	97 292 157 307
DATE:	165 292 215 307
April	250 293 301 308
13,	311 292 339 307
1984	347 293 388 307
LUCKY	253 349 303 363
STRIKE	309 349 368 364
Filter	375 348 435 365
and	442 352 477 363
VICEROY	480 349 553 364
NATURE	77 378 139 393
OF	144 377 164 391
WORK:	167 378 219 392
Advise	220 405 282 420
if	290 406 312 419
locally	318 404 387 421
obtained	393 408 473 422
Yucatan	480 406 551 421
Honey	555 406 608 421
(sample	618 408 686 422
enclosed)	220 422 308 433
is	318 423 341 434
an	346 423 368 433
acceptable	374 422 472 436
substitute	480 423 577 437
for	585 423 616 436
HALWAY.	623 425 691 436
R	73 462 87 476
&	87 464 95 477
D	95 464 106 475
COMMENTS:	114 462 200 476
Target	240 472 329 501
the	342 468 401 490
P	258 501 312 540
A	341 501 385 530
29Mar	423 497 501 521
84	503 489 545 517
a)	238 626 255 639
Nature	274 626 334 640
of	342 627 364 638
work	370 627 410 640
should	417 626 479 641
be	485 627 505 641
specified	514 627 602 641
in	608 627 631 641
exact	637 628 688 641
terms.	698 628 754 641
b)	236 652 254 667
R	274 655 287 666
&	286 655 295 666
D	292 656 307 667
should	311 655 372 668
advise	379 656 440 667
if	448 655 468 668
completion	476 656 574 670
date	581 655 622 670
cannot	628 658 688 669
be	694 656 717 669
met.	272 670 314 681
c)	234 698 257 711
