label	text_a
0	酒店比较旧，靠近机场，能听到很大的噪音。而且早餐非常差，简直就是没东西吃。我再也不会住在这个酒店的。 宾馆反馈 2008年3月14日 ： 尊敬的客人您好，非常感谢您的宝贵意见，对于您入住期间遇到的不愉快经历，我们深表歉意，以下是我们关于您的意见的反馈情况： 1.关于您提到的噪音和酒店陈旧问题，由于酒店地处厦门主要干线-湖里大道西段，距离机场10分钟车程，这是酒店交通便利的主要优势。但随之而来的就是噪音问题。厦门联发集团于2007年5月份投入巨资对酒店重新进行装修，在隔音方面做了最大的改进和提高。酒店装修完工投入使用以来，未收到客人关于噪音的投诉。2.早餐：针对前几年团队为主的早餐，酒店在人员配备和早餐种类及数量都做了很大的改进，目前早餐包括了小菜、饮料、热菜、糕点、主食、沙拉等40多种菜品，能够满足各种客人的不同喜好。我们非常珍惜每一位客人的投诉，非常珍惜每次能为客人提供服务的机会。也许酒店方面现在还不能做到十全十美，但是我们一直在努力，希望您能再次光临丽轩酒店，感受到我们的改变。最后再次感谢您的意见和建议，因为正是有了您这样的客人，才使丽轩一直进步、不断完善。谢谢！
1	比较不错的酒店，设施比较新，交通还是比较方便，但是离市中心有一点距离，去机场方便。
1	原本是想找一本在中学时代阅读的关于两性经典言论集的书，没找到，但找到了周国平的这一本。周国平的妞妞很早之前在各大报刊杂志上看到过介绍，却一直没有找来看过。但是这一本书，我相信值得每一个男人和女人用心阅读。生活需要智慧，两性相处亦然，爱情、婚姻，虽然不是人生的全部，但却毫无疑问是获得人生幸福最重要的部分。每一个人都应该认真对待。这本书，能让每个人收益。
0	慕名买一本来看，看后大失所望。这种作品也就是一小资女自我感觉良好的显摆，却有那么多人热捧，其粉丝水平也就可想而知了。非常后悔买这本书，还我钱来!NND.
0	本人正是受当当网各位评论的误导,以为这是本不买不看就会留有遗憾的好书,发现后便赶紧买下。看过若干页后,真是大呼上当.这哪里象是一本讲述历史的书籍，通篇调侃的风格以及所使用的网络语言、大白话，甚至许多句子多含语病，真是误人不浅。
0	京东太会糊弄人了，我选定的圆通 ，竟然给发了免费的经济EMS害我多花了8块钱！
0	这本书的唯一优点就是让我明白了什么是炒作！这世道啊，三教九流都来写书了，一不小心还成了畅销书！我觉得写评论要凭良心，因为我们的评论有可能会影响到其他顾客的选择。这本书讲的东西大都是自己的经验，至于科学依据嘛，她讲不清楚，我个人认为不可信。希望大家好好考虑！
1	整体做工尚可，屏幕大有面子，硬盘大够肚量，独立显卡是ati的3430并非3410性能可以，配置够用，上网、看片子完全没问题。用ghostxp装好无需再要装驱动。
1	尽管这家酒店离市中心有点距离，但风景及服务特别好，酒店设施齐全，步行就能到海边，酒店也能为你联系司机并将早饭提前送到房间，不另外收取费用。酒店的餐饮口味也能基本上满足各种要求，下次来威海还住这家酒店。
1	酒店设施齐全，服务周到 离海边很近，适合晚上出去散步
0	因为看到书评写得很好,所以才买的,但书买回来后,儿子不一点都不喜欢,我只好自己看啦,觉得不好看,怪不得吸引不到儿子啦!
1	拿到这套书时非常高兴，两本一起价格不贵，拿到书之后两天就读完了，真希望这本书能再厚点，尤其是活法1写到的做人做事的理念和方法让人看了之后豁然开朗，非常钦佩稻盛和夫，他不仅仅是经营之圣，而是一个智者，向我们传授道的智者，如果企业家都能做到他这个程度，那么不会再有尔虞我诈。这本书值得久读，里面讲得道理耐人寻味，烦躁空虚之时翻一翻这本书，你会被他感动。
0	没有MIC，没有相头 最大问题是：键盘软趴趴的，左Ctrl键下钢板翘起顶住Ctrl键不能按，同时'左向键'有一头上翘，因周日自提，无技术人员处理，很不爽，这点我要倒扣4分。退货嘛没时间，将就吧。
0	我对中医方面的书很感兴趣，看到这本书如此畅销，很多读者对它的评论也很好，就满心欢心的买了这本书。结果，非常的失望，十二分的失望。书中的观点缺乏科学根据就不说了，连自圆其说也不能。比喻新奇但无道理，每篇或每段提出一个观点之后，后面的东西却很多是与观点无关的，完全是乱七八糟，牛头不对马嘴。这样的书，居然有那么多人喜欢，除了一声长叹，别无选择。
0	很一般，服务态度不好，我走的时候有个密封的纸箱子需要帮忙拿下来，我先到前台结帐并找人帮忙拿下来，就在短短十分钟时间，查房的服务员擅自就把我密封的纸箱子拆开并翻看里面的东西，等和帮忙拿纸箱子的门童上去时，很气愤，质问服务员，服务员还振振有词，真是服了。不知道是不是有值钱东西就直接拿走了，幸好只是一些资料。
0	装xp的时候很麻烦。驱动现在有个未知设备不知道什么东西。 别的都驱上了。
1	酒店的位置非常好，过了街就是繁华的南京路，离地铁站也特别近。酒店的硬件在4星级里面算是不错的，服务也很好，可能开业的时间比较长了，房间里略显的有点旧，而且接近1000一晚的价格不能免费上网也有点不太人性化。也许上海稍微上点档次的酒店都是这样吧。 总的来说还算满意，下次还会考虑入住。
0	看了网上介绍,我买了这本书,一看傻眼了,太小孩子看的,我们家孩子看不合适了,怎么办啊?客服忙忙忙......,怀疑是不是虚设的.以后网上买东西要注意了.
0	看了网上的很多好评才买，感觉受欺骗了，这叫好书吗，画面阴沉沉的，连我看了都想睡觉，更不要说给孩子看。其实书原本的旨意是很好的，但从国外拷贝过来后，画面真的太丑了，真的是一点兴趣都没有。想退！！！
1	故事里，孙波，小浪，画家，每个人都辛苦的活着，就好像我们这个社会，好多人苟延残喘，总有些无奈。小浪的死，画家杀了妻子，孙波最后疯掉，每个人仿佛都在逃避苦难，每个人有都好像得到解脱，殊不知，身边的人更加受伤。故事一直以不同身份的人在讲述，送每个人的角度出发，却都有着悲伤的口吻，也许你看过这本书会觉得很压抑，但是这就是生活。每个人欣赏角度不同，但是我很喜欢这本书！
1	原以为新瓶装旧酒，只是出版社把茅老的旧文章编辑一把出售。读毕，非然也。心愧之。体会到茅老思维框架的完备、思维方式的缜密，论证出的观点总是如此新颖、出人意料、发人深省、让人感悟，而不是人云亦云。其思想已达到自由的境界。建议茅老再多出新品，并注明写作日期。同时多些文彩（也许茅老当初是学数理的），哈哈！
0	本来预定的就是别墅标间,前台小姐很热情的给我们推荐了"超超豪华的普通标间"给我们入住,说是比我本来网络上预定的还要好，进去就是一股异味,好象是几百年没人住过的老式里弄,我们后来还是强烈要求酒店给我们原本预定的别墅房间,的确就不一样了，但是这样一来给我们的感觉非常不好,我想这也是酒店的手段吧.
0	炒得很火，买来看后，印刷精美，但觉得深度不够。不值得收藏。不过可以考虑给孩子读书后看看，倒是由浅入深的接触传统文化的一种选择。
1	余华的活着是上世纪的作品可是对于今天的读者还是有很大意义的。主人公福贵的一生坎坷崎岖，但是他还是坚持了下来，他的亲人一个一个离他而去，他心里要承受多大的打击，可是他还是坚持他觉得他是替死去的人活着，为亲人而活，活着是一个很神圣的话题，对于今天的人们，来自各方面的压力非常大，但如何去处理呢，有人会活着，有人会自杀等等。相信看了这本书会有所启迪吧
1	住了3天的五号楼,感觉相当不错.无论客房还是餐饮部的员工都能给客人以真诚微笑的服务.酒店附近交通方便,离市中心和各景区都不远.下次还会来住.
1	追加几句：有好多真正的大师，是可以作为大师这个称号的标准的，库布里克就是这么一位。假如您误以为今天中国的某位导演也算是大师的话，可以看看库布里克，看看《大开眼戒》，对照一下不太好算的差距。如果哪位导演你真心在有生之年把成为大师作为目标的话，也劝您看看《大开眼戒》，給自己树立一个标竿。
1	我是一位４岁孩子的妈妈，书中提出＂不管＂就是最好的＂管＂的教育理念给我的印象非常深刻，现在多数家庭就一个孩子，家长总想给予孩子全方位的照顾，不敢＂放手＂，我想一个孩子健康成长需要家长的爱心，更需要家长耐心的＂等待＂；非常感谢圆圆妈妈带来的这本书，我看一遍肯定不够，书中提出的很多问题要反复推敲，先让家长认同，正确理解后才能用平和的心态面对孩子成长过程中的＂问题＂．
0	红外只是遥控器用的，不能传数据。这个应该在参数中说明。 保修期写得不够准确。 驱动光盘是Vista的，硬盘中的驱动也不全是XP的。XP的驱动还要从网站上下载。 XP系统有个驱动装不上。
0	160G的硬盘容量，实际查看分区只有140G多一点，打电话问华硕销售，解释说什么还有隐藏分区……搞不拎清~ 黑色的表面容易沾指纹
1	在百度的彩吧里待了很久，所以已经把小说都看完了，也看了吧里大人们的各类翻译，不过能看到出正版书真是太开心了！赶快买一本放在家里藏着，哈哈哈哈~因为厦门送书的速度远比上海的慢，所以直到离开家都还没有收到书，不过听说纸张和复印质量不是很好，还是有可以改动的空间啊~出版社加油，赶快把书都出完吧~最新出的书如果台湾出版社没有翻译的话，百度吧里也有啊，可以出得快快的，相信会很有销路的~
1	轻小可人，容量大，速度快，外壳色泽光感都不错…… 对于准备求婚的哥哥是个不错的选择哦！
1	内置的软件挺好的而且华硕的电话服务那是没得说，不错不错，由于网卡升级问题，打了一个多小时的电话，都不烦，
0	告诉我们如何在当今竞争激烈的环境中，尤其是外企，凭借自己的努力，一步步地实现自己的目标的故事。当然主人工拉拉很可爱，我们要学习她对于工作的认真执着，遇到问题总是善于总结，善于与公司上上下下的人打交道的技巧。
1	大堂和房间的装修豪华，很好，距离广州很近，推荐．
0	带着70岁老人和小孩子，就因为是4星才订的，一订3间。好家伙，房间不隔音不说，淋浴水龙头一碰就掉了，水还不热。订了周四和周六的房，周四住上了，周六居然说没订单。全家提着行李在当地现找宾馆！（别说，大堂副理态度很好！就是说话不管用。） 最后住到了当地3星的宾馆，价格便宜，不光服务好，房间也强多了。可真别信什么‘星级’了，太不符合现实情况了。
1	【荐书】:补充一下,《海底的秘密》是适合全体读者的，是无文字，无国界的，充满了爱，可以让人永葆青春的，要用心阅读的书。
0	身边很多朋友都看，说挺好看，挺有意思。买来看了几页，发觉不和我的口味。我不喜欢这种类型的讲历史的小说，太太太调侃了。
1	这确实是一本有趣的书，大人读了也会欣然一笑。不过个人觉得，淘气、破坏、犯“错误”本来就是孩子的天性，这是他们学习成长的独特方式，在一定的范围内，家长们尽可以由着他们自由发挥，不必严加干涉，尤其对于3岁以前的孩子，其实你和他讲一大堆道理，也不如一次亲身体验来的奏效，相反，道理讲得太多，有害无益。宝宝的快乐是家长的快乐，以上观点，欢迎指正。
0	从同学那儿拿了XP SP2和SP3两张系统盘，我清楚的记得放进光驱里了，可是再打开光驱时却是空的！郁闷、尴尬、恐怖！
0	这样的男人，温柔的过了头，找不到一丝男人的气概。只会说：这是好的。。。这也是好的。。。无法欣赏这样的文笔优美在何处。爱情也是奇怪，张爱玲爱上了这样的一个人，隐隐地，大概是一辈子的影子。
0	我觉得不闷的人千万别去看这本书,看了后超级郁闷,是一本很闷的书,我只能这么说了~~
0	送的内胆包比较差，由于电池的缘故，重量也稍微重了一点，不突出设计很好，但是还是没有浑然一体，最大的一个问题是升级，没有提供空余的内存扩展槽，如果升级，需要用2G的条子替换掉自带的1G条子，非常不好！！
0	我们在天津玩三天，就这家酒店最差。首先管理混乱，到达酒店各种原因解释没有你想订的房间，入住房间通风极差，控制开关老化失灵，晚上睡觉想关灯只能拧灯泡，前台服务态度糟糕透了，一家严重影响天津形象的酒店。
0	房间很差, 感觉像有鬼一样, 服务也很差, 水要自己要才给, 总之这个酒店绝对不推荐!
1	图书印制精美，有非常多的星座图儿子很喜欢，把他放在床头，每天晚上睡觉前会翻一翻图书设计是成人和儿童都适合的，可以长期留存在家里，孩子长大也可以一直翻翻看看的我偶尔也会翻一翻，儿子希望我再买个天文望远镜给他，就可以对照星图看天空了这本书是很成熟的内容设计，并不幼稚，但孩子也看得懂，对于让孩子对天空天文多一点深度的认知非常好，也适合爱好天文的成年人。值得。
1	看过才知道，季老是有坚定唯物主义信仰的大学者。这样就不能要求他写出符合佛教传统的文章。季老的书只能当纯学术的书看看，要学佛，对一般人这本书就很不合适了。刚开始我还认为先生是著名宗教研究大师，毕恭毕敬地认真学习先生的思想，仰之弥高，及至书中对净土修行法门的浅薄评论，即视之如土，只当学术资料看看。但这些并不妨碍我喜欢季老的书。文笔清新简洁。
0	在当当一次性订单600多元，可是送货的只把货送到楼下，说：“你的书那么重，我只赚你1.5元，我不可能给你送上楼。如果你自己不拿，那我就把书拿走”。我不知为什么你们之间的矛盾要把我们消费者牵涉进去，我们并没有少付一分钱。请当当给我一个合理的解释。
1	适合隔一段时间就拿出来看看，每次都会有不同的感受的，相信我
1	性能不错，满足日常需求，特别喜欢550的造型，很帅，15寸大屏幕看起来很爽，赞一个，杜比音响效果很赞~~支持联想
0	不好玩感觉买它是种浪费如果没有认真看它,把它当小说一样看的热情还是不要买了不值得
0	我认为此书买了完全是等于把钱掉进了阴沟里去了，太不值了。劝大家别买了。买了会后悔的，象我这样。还不如别的书呢。
1	给女儿买的，我先看了，以为是文学故事，没想到是作者儿时的亲身经历。真羡慕巴学园的孩子啊，对小林校长充满了崇敬之情，真有那么爱孩子懂孩子的老师吗，离我们的现实生活很远&#183;&#183;&#183;&#183;遇到小林校长那样的老师很难，但做个小豆豆妈妈那样的妈妈不太难吧，听过一句话：父母的心是孩子最好的巴学园！
0	没有系统这个不好，自己装挺费时间的，还有显卡跟摄像头的驱动两有问题！显卡得装两遍不然什么Direct3D什么的启动不了！
0	大家都说这本书写了很多心理案例,但我觉得什么案例呀，不就是作者编的故事么，而且欠分析。说什么是心理学的辅读读物，我看就是把一些故事串起来，再打乱一下顺序而已。推荐那些喜欢看小说的人看，但真想学到点心理学知识，那就免谈了。
1	电池不错！可用5-6个小时，键盘还不错！价格还行吧，比X61要低很多！远程组网时测试比较方面！
0	于丹的心得，在电视上看过，也上网看过，记得在大学的时候老师还放给我们看过， 现在看有书，就买了一本，翻了翻感觉挺好，还有书签，印刷是彩色的，也很好。上次评论打的分数不知道怎么的，是很差？不知能不能改啊，应该是很好，喜欢
1	酒店位于市中心，非常方便。虽然没有时间去看，但听说附近也有很多景点。总体来讲，酒店的服务还是非常不错，但房间比较小，而且应该是两个房间封门而成为的单独小间，硬件上感觉达不到5星级的标准。三楼的法式餐厅不错。
0	满心欢喜想看这本书的，想不到当当哪个家伙竟给我送了两本完全搭不到边的书来！！在当当买了这么久东西，这事还是头一次遇到。气死我了！！
0	一般吧，和教课书一样，人物只有作者的性格没有自己的性格，纪实总结小说，呵呵
0	前几次入住此酒店的舒适感觉使我认为再去香港住这是必然的选择，现在看来现实真是太残酷了！！！ -中午到达酒店办理入住手续时开始出问题：找不到入住的人名；好不容易找着了人名房型又不对，酒店前台服务员板着脸说是携程跟他们定房间时没有说明，不能调换房间，经过来来回回两个多小时的三方交涉，酒店给了我们一张免费的加床并说第二天给调换房间，后来就没人搭理我们了，结果是我们住了四天的加床，直到第五天时我们换了一家公司定房，酒店才给调了我们需要的房间，终于结束了这几天的加床之旅。 酒店前台服务员态度生硬，房间的超迷你和以前住在这时有着鲜明的反差，这使我感受到了美好的东西也不是一成不变的，多一些其他的选择是应变的最好办法。
0	内存小了，喇叭就那样，但是声卡太烂，我外接惠威的1010，声音和台式机比有明显差距
0	当一本教科书看吧，也只适合职场菜鸟，看不出任何价值，亏得这么多人给好评。当小说看吧，文笔实在不怎么样，而且超讨厌书里的女主人公，看着挺完美，实际上骨子里透着股自以为是的上海小女人形象。
0	linux系统有点麻烦，以前没有在linux系统上装过windows的系统，搞了两三个小时还没有弄好，后来还是在网上找了许多相关资料才搞好 如果是装这个系统，我建议还是不配系统好，或是dos的也可以
1	配置均衡，3dmarker06 测试2405分。电池3小时左右。散热差了点。系统用深度9.0不稳定，会蓝屏。后来改用龙帝国gost 7.50326一切正常。
1	房间面积很大，服务尚可，总的来说还满意。
0	实在不建议大家住在那里，如果你自己没有车的话，价格贵，位置差，我第一次遇上连车都不帮你叫的酒店。竟然让客人自己提着大箱子走上20分钟去打黑车。 这是我遇上的最差的酒店。如果有零分第一个打给它。
0	一个字：差、差、差，态度差到极点。 我们从7月22日住到7月27日，开了两间房，如果不是因为工作太忙，懒的换房间了，早就不能忍受了。 第一天入住感觉不错，房间也还干净；随后后面几天，事情接着来了。 一、就是我同事的衣服放房间里不见了（其他东西都在），问他们怎么回事，结果这个推那个，那个推这个，后来不了了之，最后还是没找到。 二、我们房间没有靠枕，问服务员要一个，服务员说没有了，我就说去其他房间拿一个，服务员后来说领导没有批准，他们也不能动其他房间的，只能帮反应，后来也不了了之。 三、床单、被套我们睡了四天了都不给我们换，后来还是我们主动提的，结果提后还只换了一张床的。 四、最气愤就是这了，憋了几天的气终于爆发了。 我们最后一天吃早饭，由于起的晚，我们就打算早餐、午餐一块吃（由于赶飞机），那个小餐厅老板很不错，说午饭没好，我就给你拿点剩余的早餐还有马上炒个菜，只收我们早餐卷就好，要我们问前台要餐卷，前台说不给，说早餐时间已过，我们就说，餐厅都愿意，你凭什么不给，后来我就火了，今天我就非要了。结果那个大厅经理（样子好象），既然给我拍桌子，最后没办法就说“给他，给他”。 后来我问酒店餐厅老板，为什么他们服务态度那么差，怎么象国营的一样，小老板说“本来就是国营的”，在这看到吵架是常事，我说难怪，发誓再也来了。 后来我还给携程客服部打电话，建议不要给客人推荐这样的酒店，简直受气。
0	作者有明显的自恋倾向，只有有老公养不上班的太太们才能像她那样生活。很多方法都不实用，还有抄袭嫌疑，没意思，没买的可以省省了。
1	最受不了的是宽带竟然是收费的，1小时12元！黑啊。。。就住了一晚，其它感觉还不错的。
0	一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！一般！！
0	慕名买一本来看，看后大失所望。这种作品也就是一小资女自我感觉良好的显摆，却有那么多人热捧，其粉丝水平也就可想而知了。非常后悔买这本书，还我钱来!NND.
0	500多的房价,定的一间经济间,房间奇小无比,在里面都很难转身,淋浴设备也很差,被子不干净,盖在身上很痒,房间不通风,空气很差,隔音效果非常差,旁边屋做什么都能听见,半夜还被酒鬼乱敲门惊醒,这是我住过的最差的五星级酒店,千万不要在那儿住,开发区很多经济型酒店都比它好!!
0	太搞笑了！住了这么多次酒店宾馆都没有收停车费的，唯独东都宾馆收停车费，而且事先也不说明！！！当一个当兵的来收我停车费时，我破口大骂，先震他个四晕八素，然后趁他发懵时一鼓作气接着骂！声音还特大，一副要钱没有要命一条的架势，最后闹得收费的直犯晕，最后也没收费！这方法可供以后拄这家宾馆的人借鉴一下！（此方法切不可模仿，此次未交费纯属侥幸）至于其他的感想，和一经发表评论的人的观点一样，一个字：差！奉劝大家住店前三四而后行！
0	不赠送杀毒软件，只有使用60天的。价格偏高。有些地方2900.因为急着要用，所以图方便下单了。可能是电池的原因，机器有点重。确实战指纹。
1	酒店硬件来讲应该是不错的，就是位置比较远，离市中心和商业区都不是很方便，去的时候又刚好赶上出租车罢工，出行相当的不方便。但因为就在市政府对面，基本来餐厅吃东西的人都是里面工作的人，所以餐厅是不错的。如果不考虑交通的问题，建议选择！！
1	早点还可以，酒店环境很好。不过丁山楼还是和主楼有很大的差距
0	当时看的销售榜买的一本书，看过之后并不是很喜欢，个人感觉，每个人看书的感受不一样，呵呵
0	我觉得一般，跟我之前买的《女人就是要有钱》差不多 &#183;没什么实际的内容 &#183;
0	硬件还算过得去。就是服务水准太差了。前台服务员好像都是煞笔，一个个装傻充愣，一问三不知！！另外，日式标间里根本没有宽带接入，与他们网站上宣传的不符。如果用电话线接入，还要另收费！！为此与前台交涉，服务员和领班态度蛮横，出言不逊！！根本不懂什么叫服务业！！我看这样的服务迟早要让这个度假村关了张！！！
1	质量不错，适合3岁左右小孩玩。每一页边上都有已经打好的虚线孔，直接将页面撕下来就行，都是很简单的手工，练习孩子剪图形，折纸。我儿子3岁半，特别喜欢做，就是用剪刀用不太好，正好练习啦。有些东西做出来“实用性”还挺强，像太阳帽，刚好能戴在儿子头上，拖鞋，他也刚好能“穿”，儿子自己还说呐“大小正合适”，呵呵。让他练习手工的同时还有很多乐趣，超喜欢。
0	1发热厉害，用一个小时下面就烫手了，Dell的3000出头的笔记本一天也没这么热，有点害怕 2机器感觉挺单薄，塑料感挺强 3电池续航不理想 4 驱动是vista的，xP的要自己找，有点麻烦
0	该酒店位置好，离解放碑3分钟路程，房间宽敞。早餐可以，甜点很好吃。 但大堂太小，电梯少，客人多，且和写字楼混用，很不方便。 从房间装修看的确是个商务酒店，但携程上却说是四星级标准，实际上很难达到四星级水平。 该酒店最大问题是没有给客人准备免费袋装茶，茶杯旁边有一小桶茶叶，很容易误认为是免费的，谁知结账时要了我11块钱。服务员的解释是如果要免费袋装茶宾馆可以另行提供，牵强的很。
0	1.电话线、网卡接口处没有状态指示灯； 2.没有提供网线网卡、喇叭的手动关闭开关（必须使用Fn组合急键）
0	最大的不足就是C盘空间，用系统自带的工具分了一次区，只分出100G的空间，结果还进不去系统了，只能用恢复盘恢复出厂设置。还有就是没有附赠系统安装盘。也没有摄像头。
1	我看过的清穿文中这部算好的。第一次九阿哥做男主，这个长相媚过女子，经商又是奇才，是早已熟知。在科学创新上也这样有成就还是第一次知道。好的就不说了，有点问题：中医日渐式微是众所周知的，但女主一个中医学院的学生，本事要比宫里的医官大，实在不敢苟同。作为医学院的学生，女主的清朝历史也学得太好了，大事且不论，她竟然在救一个小孩时听得他哥哥的名字能想到是几十年后押解九阿哥的人，额滴神啊!
1	在沙田,地理位置也不算坏,只是离地铁站略微远了些,环境也还好,服务不错,前台的check in/check out都很快.房间嘛,不象传说中香港酒店房间那么小,感觉足够大了.哈.很舒服的.
0	酒店位置较差，交通极其不便。房间较小，顶多三星级标准，周边环境较差。我是住上后，感觉不太好，在下午6点前退房，结果要收全价，真令人失望。
1	大堂的服务员很热情,有宾至如归的感觉。入住的商务客房，除了有电脑，还有多功能传真机，可以在房间copy文件和发送，很方便。使用房间电脑会收使用费，不过上网是免费的，速度也很快。电脑工程师很专业和有效率，及时帮我排除了一些难题。 地理位置极好，去会展中心很方便，不必太担心堵车。住的很愉快。
0	L7700处理器虽然标称频率是1.80Ghz,但HP生给降到1.60Ghz...虽然1.6G完全够了，但是..浪费啊... 1.8的硬盘确实需要有点耐心...
0	书已经看了一半，确实挺好看，通俗易懂，值得一读，正在犹豫要不要买后面几本作为南昌人，要纠正作者一点，他在书中写说，某人在滕王阁上望着鄱阳湖。。。（书没在手边，不记得确切的说法了）而事实上滕王阁能看到的是赣江哦，希望大家不要被误导了
1	待机时间长，屏幕调到最暗，待机时间可以到9个小时。买给老婆的，女孩子用白色的小本本很合适，白色确实比黑色好看点，巧克力键盘也不错。电源适配器够小。
1	外观漂亮，比使用公模的看着顺眼多了。待机时间长，对于经常出差的人来说很试用。
1	合庆的商务单间可以堪称豪华,设施特别先进，特别是少有的先进马桶,很少酒店有这样的装备.价格也可以接受
1	从携程网上看到大家对海景花园的服务评价很高.我们于7月下旬到青岛避暑，特意入住该店。入住5天感同身受，果然名不虚传。可以说在我们住过的宾馆里服务是一流的。有几处尤其让我很感动。比如，西餐厅主管王杰和服务员金玉盛听说我有胃病，除了在进餐时照顾我，还给我拿来一些生花生米，说每天吃几个可以保护胃黏膜。我爱吃青菜，每次都单独给我炒一小盘。我们到青岛的那天下着雨，客户关系主任直接送我们进房间，在房间里办了入住手续。他在登记时看到我脚面上贴着膏药，很快让楼层服务员给我送来几张云南白药膏。后来蓝吧服务员也注意到我走路一瘸一拐，又给了一盒膏药。我贴后基本痊愈。我有慢性咽炎，进了空调房就咳嗽。大堂服务员马上给我取来金嗓子喉宝，蓝吧服务员又拿来咳嗽糖浆。我服用后很快见效。楼层服务员总是在我们外出后收拾房间，每次回来房间总是整整齐齐的，晚上还送来牛奶。这可是我们在外旅行从没有接受过的待遇。我们走进酒店，见到的员工都微笑打招呼，让人感到很亲切。我还注意到，酒店提供的早餐食品，给房间送的水果和小礼品，质量都比较好。所有这一切都说明酒店总经理管理有方，把这么多的员工培养得如此之好，让他们树立顾客至上理念，提供人性化服务，殷勤，热情，细致，周到，这是很不容易的。其实，作为五星级酒店，该店硬件并不很理想。但是。他们超一流的服务的确吸引了顾客。我们明年避暑还是首选青岛，到青岛住店当然还是首选海景花园.
0	订了两次这家酒店,遇到都是几乎相同的问题,我在备注里写的很清楚,"不临街,安静,高层,不要KTV上的房型,"不知道什么原因,是携程没有把信息传给酒店,还是酒店的理解有问题,第一次给了我
1	很安静，周围环境不错。交通较便捷。但周围娱乐设施，或者饮食之处不多。
1	酒店位置非常的好，客人每次都要点名入住。 只是不知道为什么每次前台都为了吸烟区和非吸烟区和你捣糨糊，即便你预定时已经强调而且也得到了确认，前台也要试探着给你换成吸烟区做无烟处理，真真被打败了！
0	到现在为止,我还没拿到书,原因是你们的快递人员听不懂普通话,包裹上也没有我的地址,这位可怜的大妈快递员找不到我的地方,没法派送.而我又不会说陕西方言.实在无法沟通.我也只能等待这位大妈退货,然后再次派送
0	过了好久才想起来评价，记得离火车站超级近，不过方便的同时必然会觉得比较吵。韩日旅游团住这里的很多，前台服务冷淡。两个人住标准间，只给一张房卡，还很挑衅的看我。气的没心情。 宾馆反馈 2008年7月17日 ： 酒店针对客人提出的问题，现已认真整改，希望每一位入住渤海明珠酒店的您都能高兴入住，满意而归。
1	这套书目前是我5岁女儿的最爱，每天要要求我给她讲上2本。这套书用“化身游历”方法近距离接触各种科学知识，真是非常奇妙的创意！看得出出版社也很用心，每本前都邀请相关领域的科研人员写序言。总体内容适合4岁以上的小朋友，因为内容还是很丰富的，也需要有一定的理解能力，太小的孩子可能会不感兴趣。总之，好书值得人人拥有。
1	中餐厅绝对不是五星：晚8点多时去的2楼中餐厅，没什么人用餐，餐厅环境犹如一般小店，餐具也很一般，桌上没有餐巾纸，没有牙签。上菜也慢。
1	订的是厦门宾馆的5号楼，很安静，房间很干净、宽敞、舒适，服务也很不错。宾馆的地理位置很方便，到厦大、轮渡都只要起步费，而且宾馆本身是花园宾馆，也很漂亮。还有，送的双早也很不错。总之，非常喜欢的宾馆，下次去厦门一定还会住的。
0	只有1g内存，要是京东再送1g就更赞了。vista系统1g跑起来比较难忍。
0	我的没视频,装XP非常麻烦,当然对我来说是这样,我还特地请了人来帮我装
1	细读此书，心情沉重得无以复加，又去找电影《蓝风筝》来看，一样是写右派，但电影对那场灭绝人性的迫害的描写明显不及此书来得细致、深刻、生动，有力度。当然了，给予我的感受也就不是那么刻骨铭心了。这是一本不可多得的好书，每一位中国人都应该去读一读，了解一下那段历史，这样，在下一次“革命”前，才能保持清醒和理智。
0	也许是说好的人太多了，所以对这本书的期望值过高，拿到手里看时，觉得书写的很肤浅，很没有意思，有半天时间就能看完了。
1	我很少给这种教科书满分。但这本书实在是给我惊喜不少！首先，它不只满足你记忆单词的需要，同时它还会讲解单词的具体使用技巧，以及对应语法，最后他还有对应的立体供灵活应用。还有就是它印刷精美到一个程度。所以您如果是想和我一样想把英语捡起来，那他一定是非常棒的教科书。但如果你是学生或正在学习学习英语，请您把它当一本工具书。总是，得到一本实用的好书是大家的福利。（我也一样！）
0	酒店比较旧，靠近机场，能听到很大的噪音。而且早餐非常差，简直就是没东西吃。我再也不会住在这个酒店的。 宾馆反馈 2008年3月14日 ： 尊敬的客人您好，非常感谢您的宝贵意见，对于您入住期间遇到的不愉快经历，我们深表歉意，以下是我们关于您的意见的反馈情况： 1.关于您提到的噪音和酒店陈旧问题，由于酒店地处厦门主要干线-湖里大道西段，距离机场10分钟车程，这是酒店交通便利的主要优势。但随之而来的就是噪音问题。厦门联发集团于2007年5月份投入巨资对酒店重新进行装修，在隔音方面做了最大的改进和提高。酒店装修完工投入使用以来，未收到客人关于噪音的投诉。2.早餐：针对前几年团队为主的早餐，酒店在人员配备和早餐种类及数量都做了很大的改进，目前早餐包括了小菜、饮料、热菜、糕点、主食、沙拉等40多种菜品，能够满足各种客人的不同喜好。我们非常珍惜每一位客人的投诉，非常珍惜每次能为客人提供服务的机会。也许酒店方面现在还不能做到十全十美，但是我们一直在努力，希望您能再次光临丽轩酒店，感受到我们的改变。最后再次感谢您的意见和建议，因为正是有了您这样的客人，才使丽轩一直进步、不断完善。谢谢！
